deposit_avg,monthly_avg,safe_score,cvt_score
2872,49,8,6
4281,43,4,3
2580,65,7,6
2533,53,8,7
2845,45,7,6
2941,43,2,9
3741,54,9,3
3637,47,3,8
4402,64,8,7
3754,43,3,6
4152,66,7,3
4160,70,6,7
2146,55,4,5
3479,43,2,4
2172,48,9,4
2282,47,8,6
3317,66,2,2
3712,48,5,3
3452,41,3,8
3049,67,3,1
3529,41,3,6
3408,43,1,5
3438,69,4,3
2801,66,6,3
4238,58,8,9
3579,61,4,4
2386,49,2,9
3200,52,5,9
3039,62,2,2
4483,58,6,3
2890,50,5,3
2371,52,6,3
3756,41,2,9
3820,66,8,4
4167,50,5,3
3101,50,8,6
2239,44,3,7
3283,69,3,6
3741,48,7,2
2112,52,6,4
2944,50,2,1
2446,45,7,3
4203,58,1,5
2566,57,2,7
4385,51,5,8
3032,46,7,3
2882,59,2,6
3199,63,4,8
3597,65,5,4
2122,61,9,9
2229,58,1,6
3229,65,2,4
3102,67,6,3
3763,45,1,5
3281,57,1,9
3303,53,6,6
4308,62,8,5
3232,51,7,2
3049,44,6,4
3477,40,8,6
3446,43,9,7
2930,46,1,3
2479,51,7,2
2887,41,6,3
2461,41,9,9
3693,68,7,9
3775,43,4,1
2816,44,6,9
2268,47,3,8
3401,47,3,8
2768,53,2,2
2686,63,9,8
3692,42,4,5
4098,66,5,9
4184,60,7,8
4153,45,6,4
3143,55,7,9
3795,59,6,7
2938,69,8,1
3604,40,4,1
3930,43,8,5
2663,51,9,8
2755,42,1,1
3668,70,6,1
4133,44,9,8
3361,55,4,8
2571,51,2,4
3489,60,6,8
3640,47,6,3
2181,61,9,5
2583,41,6,9
2364,69,6,1
2751,55,8,9
3870,70,9,4
4312,60,7,4
2981,41,2,5
3567,67,7,7
3461,49,9,8
2554,52,5,1
3657,59,3,9
3834,44,3,4
3766,47,2,2
2687,59,9,4
2212,61,3,2
2125,62,6,9
4441,56,2,5
2977,68,1,4
3157,69,2,8
3790,49,6,1
2880,70,8,7
3100,66,5,9
3157,68,2,5
3409,58,8,2
3329,57,4,3
2914,58,5,7
4401,50,9,8
2249,61,6,1
3056,43,9,3
3526,64,8,5
3596,46,7,7
3530,45,5,2
4160,40,6,9
2901,62,7,9
2606,59,2,1
3175,47,5,5
3770,61,2,2
3928,58,3,5
2859,62,8,2
4498,56,8,7
3041,52,3,9
2842,46,4,8
4243,66,6,3
2876,40,9,9
2452,46,1,5
2522,40,3,3
3138,67,7,6
2731,65,4,4
4190,51,2,6
2566,53,4,6
2630,41,7,5
4024,66,4,5
2520,53,3,2
4126,47,7,5
4174,68,5,6
3569,51,3,9
3330,50,3,4
2794,41,4,7
3356,52,4,3
2785,59,8,2
3539,63,6,3
3506,66,3,5
2386,59,4,3
3793,53,2,6
2278,57,9,8
2167,62,2,3
3750,62,2,5
2840,67,4,5
2128,55,9,7
4464,61,2,9
2677,50,5,5
2611,68,9,6
4188,52,8,6
2157,43,4,4
3581,57,2,3
2511,54,3,7
2503,65,3,5
2664,57,3,8
3014,48,7,5
3461,53,6,7
2551,44,4,3
4390,65,6,9
3271,57,1,4
3904,57,7,1
3650,50,2,2
2177,62,2,4
4347,65,5,6
3232,62,1,9
3848,53,8,4
4430,50,9,5
3032,68,7,2
3072,70,8,7
4033,62,6,3
2484,51,5,7
3566,50,8,5
2498,65,8,3
2444,68,1,2
2584,47,5,2
3675,56,9,6
2257,69,9,2
2580,65,7,3
4363,46,2,3
3405,61,4,5
2168,48,1,5
2905,53,8,6
4107,66,6,3
3511,62,2,4
2105,48,8,9
2795,65,4,4
3337,55,7,9
3855,46,5,5
2496,45,5,3
3470,61,6,2
3907,70,4,3
2864,46,2,7
3502,46,3,8
3978,59,8,6
2786,61,7,4
2360,60,1,5
4185,51,8,9
2164,63,3,1
3628,62,2,2
3260,63,7,9
4370,66,2,5
3430,44,9,3
3851,65,5,8
3241,45,3,2
3000,40,2,3
4159,55,8,3
4454,56,3,8
2673,56,4,1
2602,58,3,8
2950,58,7,5
2901,50,4,1
4348,53,3,5
3419,54,4,9
3644,57,5,5
4254,42,3,8
4253,59,5,4
2554,65,3,8
4345,42,2,8
2460,56,3,3
3899,60,8,8
3323,42,2,8
2380,58,8,3
3631,63,9,2
4332,47,3,8
3162,54,3,2
3302,57,5,3
3865,41,6,9
4328,51,7,9
3631,48,5,6
3569,60,6,4
3292,49,9,1
3628,48,6,7
2198,49,8,2
4252,48,1,7
2871,50,5,2
3289,53,8,5
2865,45,5,2
2871,61,9,6
4153,57,1,1
2456,68,1,4
2681,42,3,9
4113,50,8,1
2109,47,2,9
3409,44,3,3
3277,60,4,5
4078,46,8,7
2935,44,4,7
2619,58,8,7
2963,63,4,5
3059,68,3,4
3377,70,4,8
3951,46,3,1
3639,44,7,9
3412,68,4,8
3934,63,2,3
4437,46,2,4
3730,62,1,6
3268,50,5,6
4448,63,1,7
3284,69,6,6
2283,58,1,6
4399,62,2,4
4486,59,7,8
3662,51,1,9
2828,63,8,3
2729,57,2,4
2157,64,9,3
3296,60,9,7
4415,56,3,2
2561,67,8,2
3641,64,7,4
2949,49,8,3
2963,59,4,3
3851,45,6,9
2492,47,5,3
2476,43,6,4
2899,45,9,9
2817,49,8,5
2932,67,3,4
2418,45,1,8
3424,41,3,9
2611,63,9,8
4085,41,1,8
3388,49,6,3
2486,45,9,6
2116,59,1,5
3494,40,9,5
2287,55,5,6
2432,46,3,4
3315,45,6,6
4266,56,9,2
3951,41,9,6
3624,53,8,2
3759,61,7,6
2684,41,9,9
4380,69,9,6
3509,57,2,4
2971,57,5,1
3600,44,3,2
4389,46,3,2
3809,60,8,7
3321,47,1,5
3719,57,1,2
3148,64,8,2
2208,44,4,2
3626,68,3,5
4059,62,4,2
3439,48,2,4
3591,49,7,7
4418,67,2,7
2300,42,7,8
2959,64,4,2
4225,49,5,3
4224,50,5,8
4098,67,9,4
4125,50,9,9
3659,68,2,1
3353,49,8,4
3338,56,1,2
3266,44,8,5
3511,67,5,3
3837,62,7,6
3482,65,9,6
2181,44,5,2
3885,49,1,3
4162,52,3,9
3809,53,9,2
2864,51,1,7
3901,50,8,7
3154,49,7,2
4342,67,9,4
2309,55,8,5
2948,56,6,5
4462,54,3,7
3880,48,5,7
3082,59,6,3
3429,70,5,5
3322,60,1,7
3945,63,2,2
2612,45,9,1
3396,64,6,3
3196,63,5,1
3350,57,2,5
2507,54,7,4
4070,53,8,8
3111,41,8,8
4004,43,7,1
2215,65,4,8
3060,52,3,4
2686,48,1,7
3136,69,2,1
2664,46,2,1
3183,51,3,1
2404,40,8,5
2661,56,3,7
4437,51,2,9
3149,61,2,6
3970,66,9,6
4087,53,1,9
4459,43,4,7
3190,68,7,6
3419,60,5,6
3239,50,2,6
3868,70,9,2
3810,67,8,5
2706,47,5,1
3172,70,4,5
3443,66,6,4
2937,44,3,3
4093,57,8,2
4254,60,2,9
3728,54,1,5
3989,70,3,5
2481,67,4,3
3761,57,2,6
3980,46,4,5
3559,64,2,2
4147,54,2,7
2304,40,6,6
4443,40,9,8
3693,62,9,8
3354,53,6,7
2904,58,7,4
2479,69,3,1
3879,48,5,4
3511,57,6,6
2329,69,3,5
3028,45,6,4
3162,57,2,4
3054,50,9,1
3641,52,5,3
4492,46,5,3
2893,49,2,7
2327,52,9,2
2320,64,6,3
4165,52,3,7
3522,51,3,2
2243,64,9,7
3839,56,5,4
3450,69,2,4
3495,69,2,9
3847,55,1,3
2190,48,4,4
4487,67,3,6
4362,45,8,2
3555,70,8,8
3866,63,8,5
3088,58,4,4
4232,51,3,4
2166,43,9,8
4479,64,9,4
3421,45,2,7
2397,49,1,5
3390,48,4,3
4248,56,3,6
2900,44,6,3
4340,51,6,6
2584,57,4,7
2574,40,5,9
2348,60,1,7
3746,69,7,6
3859,65,1,5
2663,51,6,4
3603,56,7,8
2585,57,9,9
3162,49,6,9
2700,62,7,6
2595,44,8,7
2680,50,2,3
3786,55,9,3
3557,55,5,3
3807,46,9,8
2583,50,1,2
2710,56,9,5
3109,70,7,2
2943,66,3,1
2461,43,2,4
3277,61,7,2
2364,44,2,2
4093,48,9,5
4184,48,4,1
4306,46,4,3
3732,66,8,9
2158,49,2,4
3582,48,8,4
3673,46,9,1
4099,69,6,8
3409,51,8,6
4111,58,4,8
2933,58,5,3
3635,54,7,4
3241,66,7,2
4178,68,1,4
3523,41,5,5
3983,68,6,3
4338,50,2,7
3169,67,2,1
2698,55,5,7
3486,65,7,9
2428,44,2,3
3310,40,5,2
2300,66,1,4
2202,40,8,9
3696,42,5,6
3216,55,4,6
2514,58,8,3
2798,45,4,2
2315,50,5,1
4036,54,3,4
2372,56,5,6
3292,65,2,4
2609,50,6,3
3870,61,7,9
4064,66,7,3
4100,56,4,1
3240,49,9,4
2270,66,8,7
4259,61,3,4
3843,41,6,1
2494,54,7,4
2100,44,2,6
3870,57,4,4
2317,57,1,3
3065,42,2,9
2496,49,8,7
2761,58,5,7
2117,51,1,9
3129,41,5,7
3047,48,3,3
3958,69,7,9
3838,64,1,9
4122,46,5,5
3539,63,2,7
2708,51,7,5
3661,49,6,6
4370,50,8,1
3735,43,2,1
2542,52,3,8
4250,66,5,3
3490,52,3,4
4285,64,6,4
2866,66,5,7
3722,56,3,4
2405,66,4,4
3781,65,4,7
4329,55,8,9
3046,62,3,6
4223,60,9,8
4299,57,4,7
4068,64,6,9
4415,46,6,6
3789,45,4,3
4009,46,5,8
2481,49,5,1
3221,65,4,9
3101,51,2,6
4301,42,4,2
2278,58,5,7
2992,55,9,7
3815,65,5,9
4046,51,4,5
2796,43,4,9
3863,46,9,4
2220,49,6,5
3258,50,4,1
3409,68,1,3
4177,67,9,9
4115,70,8,3
2837,70,7,3
4051,47,9,8
4408,62,5,3
2643,69,1,6
2747,65,2,4
3597,46,1,2
2690,69,4,2
2127,56,2,5
2804,52,4,4
3999,54,9,7
2891,40,3,8
3356,56,6,7
4228,46,8,1
4375,55,8,6
2405,67,2,6
2322,64,4,4
3317,53,9,7
2740,64,2,3
3230,67,9,1
3498,53,5,1
2468,55,2,6
3361,54,7,9
4398,41,2,2
4031,46,6,7
2374,66,1,6
2906,57,6,1
2963,44,5,7
2751,50,1,2
4411,67,2,1
3091,67,3,8
4386,41,8,8
4363,67,8,1
2495,69,8,5
4104,50,8,3
3910,50,8,6
3231,54,2,5
3559,67,2,3
4151,65,6,4
3081,64,4,6
2929,67,7,8
3638,69,2,3
2200,47,4,9
4000,56,9,5
3600,47,8,7
2444,59,4,6
3269,63,1,1
2920,68,6,8
4291,66,7,4
3457,63,8,7
2149,40,8,1
4389,51,2,5
4138,59,8,1
3767,57,3,1
2827,65,1,1
3760,40,4,3
2656,69,3,3
2659,56,3,2
2750,55,3,5
4423,69,4,6
3271,51,5,9
3600,68,9,8
2662,43,4,9
3954,70,3,7
4108,64,2,4
4030,49,7,7
2539,63,5,3
4463,48,2,2
3157,47,6,9
4279,50,7,8
3105,63,8,4
2808,41,5,4
3112,47,6,1
3897,47,8,6
3393,61,1,7
2210,57,4,8
2238,64,8,5
4487,43,1,4
2558,68,4,2
2712,44,1,6
4265,56,8,1
2546,45,8,6
3320,54,1,6
2565,67,6,8
2242,52,7,1
4391,68,3,4
3810,42,8,8
4315,68,4,3
2365,54,4,4
2927,41,7,6
2294,65,2,4
2692,67,4,6
4087,52,4,4
4254,49,4,9
2615,60,7,4
3514,51,7,1
4121,53,4,2
3043,66,6,2
2980,41,6,7
3622,46,1,6
3208,61,4,5
2742,59,4,7
2583,51,7,1
2657,65,9,4
2166,40,2,9
3799,67,5,2
3077,66,7,5
2813,59,2,8
3802,40,4,4
2459,55,9,5
4444,46,2,7
4153,47,7,6
2849,68,8,8
3735,48,9,1
4040,47,4,7
2693,43,8,5
2506,47,2,6
2304,58,8,7
2237,67,4,1
3302,44,2,1
3654,41,8,6
2777,52,2,6
3677,55,1,4
3924,56,7,1
2853,56,9,9
4414,56,3,1
3785,61,4,9
4219,65,3,5
3980,46,9,1
2482,63,2,9
2682,70,7,4
2608,70,6,6
2239,40,6,2
4374,58,7,7
3314,66,5,2
2991,45,9,6
3626,46,7,1
2943,53,6,3
2613,54,1,8
3381,64,9,5
2271,47,5,2
2691,70,1,7
3970,59,5,6
3698,55,3,7
3469,49,2,6
4016,61,1,1
3129,43,8,7
2510,58,5,5
2313,53,3,4
2765,65,9,3
2289,63,1,1
3412,65,9,7
3554,55,6,6
4413,42,4,5
3063,54,7,2
2805,46,3,8
4011,52,7,9
3829,52,4,6
2552,48,1,7
4450,63,9,1
3854,41,7,8
3924,67,9,8
2503,68,1,9
2852,41,8,6
4449,47,1,6
3826,40,5,2
4295,53,5,1
2417,56,5,9
2778,48,9,2
3384,61,1,1
3093,66,3,9
2693,61,1,7
3543,63,8,2
3953,70,2,4
3559,56,2,5
3887,62,4,1
2156,51,2,2
2903,40,5,1
2286,46,4,1
3881,68,3,8
2945,69,1,1
4390,49,7,1
3173,49,8,1
2638,52,6,2
2944,48,6,3
2114,63,5,2
3547,65,4,4
4254,56,2,6
3229,59,8,4
3626,42,6,2
3296,67,2,6
2330,50,2,4
4345,44,9,4
2237,48,8,1
3871,60,1,3
3092,69,9,5
3733,40,7,2
3036,46,2,3
2106,45,9,2
3436,50,7,2
3827,49,1,7
3478,69,7,7
4345,65,1,3
3206,69,2,2
2867,41,9,6
2258,40,6,1
2988,44,6,7
2247,42,2,3
3692,48,7,8
3322,64,8,4
2806,48,7,8
3818,67,6,7
3398,69,8,8
3344,61,2,7
2967,45,8,6
2531,69,3,7
2891,54,5,7
2946,52,9,5
3463,52,8,1
2273,51,9,2
2807,51,5,8
3533,53,8,5
2875,56,9,1
4401,43,7,9
2144,62,8,1
2134,44,5,6
4245,70,3,7
2453,61,9,8
4112,69,5,9
2604,68,9,1
3153,63,3,8
2999,61,5,9
2120,60,7,8
2851,47,2,4
2509,56,2,3
3611,65,9,1
4012,46,6,1
2335,40,9,6
3525,51,7,3
2993,54,2,4
3557,53,6,7
2294,62,6,5
3022,61,4,9
3444,66,5,1
2145,53,2,7
3605,48,7,5
2246,63,3,5
3962,58,1,6
3308,47,5,3
2375,63,2,1
4465,54,6,8
2493,51,1,4
2875,70,4,7
2198,70,5,7
3471,43,4,3
2190,48,4,7
2597,63,8,7
4064,54,3,9
3914,67,1,3
2262,60,7,6
2484,58,8,7
2224,51,2,5
4500,50,1,9
2888,52,9,5
3310,41,8,6
3051,63,9,9
3938,60,3,7
2894,53,7,9
3326,66,7,1
3291,61,4,8
3810,58,5,5
4157,40,2,6
2104,64,7,3
3914,55,6,2
3189,51,2,9
3120,59,5,6
2445,62,2,8
2784,54,6,2
3111,55,2,3
3120,48,4,3
4137,43,6,8
2680,49,5,8
3377,57,6,3
2722,46,7,7
4427,54,1,2
4218,52,4,8
4220,41,6,5
3449,51,9,7
4176,63,8,6
3631,49,4,2
3658,47,2,4
3014,65,2,9
2866,67,7,1
3415,68,3,1
4196,40,2,5
3615,48,4,5
3253,53,7,7
2613,51,8,1
3445,47,4,6
2962,53,3,5
3377,44,2,3
2634,52,6,2
3217,49,6,1
3413,69,2,8
3778,43,7,6
2159,59,1,1
4427,63,7,2
2616,41,3,1
3121,47,7,7
2105,41,1,9
2400,48,3,9
3442,47,7,7
2472,41,2,6
3584,57,4,5
2717,56,4,7
2319,62,1,5
3234,40,2,2
4188,57,6,3
3438,43,9,8
2608,67,7,6
3420,65,6,8
4304,41,8,9
4437,55,2,8
3078,55,8,7
3808,63,6,7
3972,68,6,2
4191,48,2,2
3657,70,6,8
4496,54,8,5
3550,68,3,6
3512,65,2,4
4165,66,9,5
2949,47,7,7
2540,62,6,6
4086,53,7,4
3090,45,7,4
3709,70,8,7
2206,51,6,2
2387,47,4,1
3413,63,3,9
4225,66,2,8
2258,40,7,3
4242,41,1,9
4123,58,4,1
2982,40,6,9
3027,70,2,4
4205,70,6,1
3751,65,4,6
4376,55,4,1
2386,43,8,5
3066,40,3,1
3968,45,4,6
3676,53,4,9
3847,47,2,2
2391,63,8,8
2272,54,1,5
3896,60,4,8
3146,54,8,3
2789,67,4,5
2932,60,7,5
3684,40,1,6
4214,70,4,7
4240,52,6,6
3293,70,9,7
2128,61,3,4
4346,60,5,5
3064,62,2,1
3684,62,5,3
3645,56,9,3
3873,59,9,1
3354,57,5,4
2962,41,8,8
4317,50,8,4
3027,45,8,2
4184,46,6,6
4237,53,5,9
2352,51,7,5
3220,48,4,4
3084,63,1,2
2457,68,5,2
2566,53,8,5
3441,54,1,3
2808,42,7,6
3566,59,9,7
2539,61,5,8
3350,50,2,7
3229,46,2,9
2271,69,6,3
2526,46,5,2
3274,67,5,3
4179,65,9,1
2311,43,4,5
3548,62,1,8
3430,65,1,7
4160,64,5,4
3978,45,9,4
2937,55,8,9
2563,66,3,7
2211,59,2,5
2130,62,4,9
2236,69,1,9
4190,49,1,9
2329,41,8,2
2194,53,5,4
3584,43,4,9
3032,55,2,7
2838,46,9,5
4189,54,5,1
2131,40,2,3
2594,55,1,3
3704,62,8,3
4491,60,6,9
3716,68,9,8
2771,42,4,8
2267,40,5,4
3764,68,5,6
3398,59,2,7
4457,55,7,4
2662,47,3,5
2520,66,8,5
3773,46,1,8
2238,66,5,8
4313,62,6,5
2491,64,3,9
2973,44,7,3
3302,41,3,1
2487,41,3,8
2498,49,4,8
2540,65,8,2
4281,49,5,9
3490,58,9,1
4483,54,6,6
4060,61,1,8
2275,55,1,1
4429,55,5,7
3999,43,9,3
2949,60,4,8
2475,67,7,1
4297,41,3,3
4101,48,9,1
2292,48,7,2
3256,51,7,2
3292,57,7,1
3180,55,2,5
2508,40,7,5
3364,47,7,1
3455,46,5,6
4008,63,6,1
2494,66,1,8
3266,58,4,5
2858,56,1,4
4135,40,1,3
3668,58,4,2
3653,49,6,5
3235,59,8,5
3874,58,5,1
2624,59,9,2
3674,43,3,5
2843,70,7,6
2705,62,8,7
4040,40,6,4
2842,50,5,6
4064,46,3,9
3000,66,4,2
3857,50,4,5
2584,55,5,5
3664,58,2,8
3473,46,6,9
2184,61,5,7
2309,44,2,6
2963,46,7,8
2508,41,9,4
2711,42,1,1
3479,67,4,3
2450,54,5,7
3743,48,8,8
4097,49,6,8
3917,53,2,4
3065,53,2,4
4016,44,1,5
2142,64,9,7
3691,48,2,3
3037,68,7,1
4028,59,9,3
2302,40,8,7
2607,67,7,3
2612,65,4,3
4185,55,5,2
3533,60,8,3
2867,45,4,8
2829,47,1,2
4267,63,6,3
4378,60,7,8
3066,68,3,4
2125,64,2,1
2306,61,5,3
3950,47,5,1
3459,55,7,3
4225,48,3,1
2941,48,4,4
2559,42,5,4
2289,52,5,9
2771,60,6,3
4181,53,7,7
3469,65,6,9
2880,67,4,4
3694,63,5,4
2716,44,3,6
2358,52,5,2
3225,60,6,2
3505,50,6,7
4321,60,9,9
2510,42,6,8
2414,45,1,3
4178,54,7,9
3826,62,7,6
3665,50,1,7
3660,44,1,7
4420,63,3,5
3604,52,9,2
2121,43,7,5
3079,44,6,1
2382,50,5,3
3749,47,1,1
2834,67,6,6
3502,45,3,8
2170,49,7,5
3483,45,8,5
3632,66,9,5
2633,59,5,7
4460,66,9,1
2375,58,6,4
3691,44,4,6
4347,46,4,7
2934,50,1,2
3563,41,6,8
2668,58,1,9
3964,43,8,3
3642,50,3,1
3102,54,2,8
3573,66,2,2
4318,43,5,1
3180,52,7,7
2228,62,6,6
2218,41,4,8
3268,46,8,3
4052,59,9,9
4271,57,1,9
2142,46,2,9
3294,54,9,5
3984,47,8,8
2813,44,6,8
2140,69,5,4
2301,56,8,4
3586,57,3,8
3343,50,6,5
3934,48,6,3
3188,67,5,7
3857,64,9,1
4195,59,5,4
3298,54,8,6
3504,48,3,4
4080,45,5,2
2182,59,1,7
2993,53,9,3
2713,68,1,6
3342,54,6,9
3587,61,6,5
2377,51,7,5
4288,52,2,2
3599,69,8,8
3410,66,5,8
4053,68,1,2
3869,69,9,4
4202,54,7,8
3010,40,5,5
2105,69,3,5
3848,58,7,4
3004,40,6,5
2138,62,2,1
4427,51,7,7
2109,62,7,6
2317,70,4,4
4336,55,4,2
4446,65,5,8
4276,65,8,8
2891,58,2,6
3465,50,3,9
3268,67,1,9
3068,69,2,7
2848,70,3,4
2235,60,8,8
3165,52,8,3
2200,62,5,4
3953,51,5,7
2551,61,4,6
4398,60,8,9
2255,61,8,2
3293,56,9,4
2229,63,3,6
4030,59,9,4
4291,41,7,6
2773,43,4,1
2998,54,5,4
2572,41,1,8
4449,41,3,7
2519,52,7,3
2206,47,2,3
4258,68,3,2
3606,56,4,2
2451,40,4,7
2262,42,5,6
2143,63,4,1
2720,48,7,8
3972,40,3,5
3142,52,1,4
3375,63,5,5
3464,48,2,3
2782,48,8,4
2654,68,7,6
2297,56,1,5
4290,48,6,1
3718,46,8,8
2412,61,6,8
3123,57,2,1
2397,62,9,4
3629,40,2,9
3032,61,4,9
4181,48,7,5
4322,49,2,2
2860,55,2,6
3536,63,4,7
2583,45,4,8
2154,58,2,8
3613,54,2,4
4197,59,5,3
3770,53,2,6
3930,44,6,7
2985,49,2,6
2630,64,6,4
2802,47,3,9
2666,59,2,2
3823,59,5,9
4175,57,9,1
3368,59,8,4
3950,46,8,9
2418,48,2,7
3834,46,7,2
2743,51,3,5
3516,42,6,1
3241,65,2,3
2908,49,6,6
4389,56,4,3
3153,64,9,1
2138,57,2,5
3572,42,9,4
3169,56,1,9
3224,51,3,4
4021,40,5,9
3909,57,4,1
2136,47,7,7
2434,40,8,2
2156,47,8,4
2301,43,9,1
3532,57,7,9
2433,40,5,4
2624,60,8,8
2474,58,7,4
3915,54,6,3
4018,48,2,6
4467,64,2,4
4347,56,4,6
3129,42,7,2
3367,61,1,9
4043,46,9,2
2601,50,3,1
2396,65,7,7
3126,43,6,8
2754,54,7,8
3711,55,4,6
2731,50,5,4
3676,58,9,5
3671,46,9,3
4210,49,8,2
2667,48,3,5
2707,52,8,1
3139,55,1,1
2255,60,3,6
2812,58,8,2
2771,62,4,5
3821,59,3,4
2215,64,7,2
3362,56,4,8
2384,68,1,5
3011,66,2,6
4161,52,8,1
3354,68,1,8
4010,50,9,2
2768,68,6,4
4231,53,8,9
3910,64,6,4
3998,45,4,4
2328,40,6,6
3965,50,9,8
2125,40,6,1
2729,40,3,7
2304,64,8,4
3446,50,6,6
2439,59,3,6
2728,66,8,1
2799,41,4,5
3444,54,7,3
3283,49,8,4
3357,65,5,5
3379,41,5,9
3771,53,9,9
2129,57,2,9
3171,49,3,3
3618,47,9,1
3797,70,8,2
2601,59,6,4
4246,40,1,3
3398,62,4,1
4448,69,6,5
3164,48,5,5
2609,67,4,1
2840,49,4,3
3401,70,7,6
2418,49,3,8
3316,53,9,1
2647,41,3,7
2853,56,6,9
2858,40,8,7
4008,63,3,5
2346,60,2,9
2689,66,6,8
4327,67,9,6
4498,55,2,9
3498,43,2,5
2243,54,5,1
3653,67,8,3
4302,60,5,5
2566,65,6,8
4275,59,4,3
2552,60,4,5
4037,46,5,6
2637,42,7,3
2585,60,3,9
3208,46,3,4
2741,60,5,7
2540,60,9,5
3318,67,7,3
3103,46,7,2
3472,50,4,9
3910,44,8,8
3860,40,5,6
4450,59,3,9
2939,42,8,5
3621,51,1,2
3745,46,1,8
3457,42,1,1
2169,66,4,6
2417,66,5,3
2248,69,2,8
3717,53,7,7
2183,53,7,8
3849,50,3,2
2923,56,3,4
2774,46,3,3
2456,44,7,9
2359,67,3,6
3539,49,6,8
3628,61,5,5
2264,56,4,4
3141,41,6,8
3775,42,2,3
2441,61,7,5
4283,52,4,7
4500,65,6,4
4174,44,1,2
3025,42,5,4
4292,56,9,9
2749,44,3,7
4432,59,3,7
2920,69,1,5
2820,64,1,5
3830,70,7,1
2149,41,5,4
2177,50,7,2
3622,45,7,8
4019,47,5,6
2732,43,6,2
4266,47,2,3
3317,69,2,8
3754,70,3,7
3594,62,3,8
2826,41,2,4
2668,47,5,7
2626,62,1,8
3875,42,1,8
4227,56,5,1
2215,57,2,1
2316,46,5,2
2999,57,6,4
3407,62,7,6
3181,66,3,2
4311,67,5,1
3313,47,6,2
3931,59,8,5
2810,50,5,5
4097,44,7,1
2267,64,6,2
3383,47,4,8
3620,51,2,9
2421,61,6,7
2388,51,1,3
4144,47,8,6
2568,43,5,3
2634,50,3,2
3471,63,5,8
3672,56,1,9
2740,64,5,4
2384,57,7,9
4275,69,2,2
2202,43,1,3
2324,56,7,4
3444,46,7,7
4053,40,6,1
4332,61,6,3
2679,43,7,5
2334,65,8,8
3772,69,6,7
3489,57,7,8
4273,49,1,8
3517,44,8,8
3779,68,7,1
2289,55,6,4
4059,51,1,3
3023,44,1,2
4435,68,1,3
4446,48,2,2
2457,49,4,3
4312,69,7,9
2334,63,2,4
3307,63,5,2
2169,69,1,9
4287,57,5,5
3026,50,9,2
3364,48,6,7
4420,57,4,5
4269,53,8,4
3899,55,7,6
2401,52,7,3
2255,65,7,9
2873,52,2,5
2915,59,8,3
3493,58,3,9
3516,43,9,4
3931,60,9,5
4132,46,5,8
2838,64,4,7
2483,53,4,8
2678,55,8,1
3644,61,2,5
2198,62,4,7
4130,40,9,7
3446,57,3,2
3889,57,1,5
2688,53,2,8
4348,66,8,3
3285,50,5,2
2216,44,2,2
3052,49,3,1
2268,65,9,5
3499,48,1,2
4340,40,9,5
4069,61,4,1
2437,64,8,7
2242,68,6,3
2333,50,5,1
4421,61,1,1
3175,48,3,7
2153,60,7,8
3231,48,2,6
2483,58,6,8
2722,44,6,3
2687,52,6,7
2465,55,8,1
2123,67,7,9
3839,57,8,9
2478,67,7,6
3819,57,5,2
3652,56,2,9
3657,56,1,9
3585,50,8,9
2737,50,6,3
2414,43,9,3
2355,61,8,4
4038,64,8,5
2851,50,2,3
3749,43,1,4
2421,70,9,3
3172,40,4,7
2409,52,2,6
3640,56,8,8
3109,52,3,8
3624,51,2,3
2830,42,2,8
2787,70,6,9
2942,54,3,2
2348,55,2,5
2391,41,1,1
3629,47,3,2
2565,49,9,8
2272,62,9,3
2254,69,6,9
3318,66,5,4
3726,55,9,2
3677,59,3,8
4358,44,3,5
3260,67,3,7
2530,48,5,3
2521,54,2,4
4230,57,9,7
3001,58,8,5
2198,43,4,5
3786,61,9,3
4422,41,5,8
3551,65,7,9
2568,54,4,5
2206,56,1,3
4436,63,1,7
4156,70,9,2
2338,62,7,3
4342,68,7,3
2731,54,1,7
2718,43,3,8
4387,54,2,3
2468,67,6,3
3643,64,3,9
3899,51,1,7
2613,63,8,9
3403,49,5,7
3067,54,2,7
3848,64,8,5
3064,62,6,6
4471,55,4,5
4099,61,5,3
2953,60,6,1
4250,65,1,8
4100,44,1,9
3298,54,3,5
3318,55,7,5
2305,56,9,3
3052,70,2,3
3203,56,3,9
2200,48,1,7
2581,53,1,1
2285,49,5,3
4231,59,5,2
3347,65,1,9
3433,49,2,9
4214,52,7,6
3052,51,8,6
4270,68,4,2
2303,46,3,2
3021,50,7,9
2367,49,9,6
3128,56,8,2
2345,63,5,6
2668,51,6,8
4277,60,1,6
2599,49,2,3
3099,47,3,7
2933,63,5,8
2690,51,3,3
3353,68,2,6
3464,44,5,6
4029,48,6,3
2608,45,4,6
2599,52,6,3
3458,55,2,6
3451,57,1,1
3962,62,7,8
3098,67,7,1
2141,70,9,9
2945,53,2,5
3260,66,2,2
3402,61,1,7
3342,47,2,6
4347,48,5,8
3481,48,4,8
3383,56,2,9
3247,59,4,7
4295,48,7,9
4394,52,5,4
3218,48,2,2
4035,61,9,5
2427,52,3,5
3932,64,5,5
2436,69,7,3
2994,65,2,5
3375,64,3,9
2690,68,4,8
3271,66,6,3
3027,59,7,8
2945,68,5,1
3180,65,7,9
2878,43,3,2
3514,57,8,6
3973,56,5,4
3051,51,3,9
4436,62,4,7
