개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y)
3140000,PHMA220123140033021200002,2012-09-04,,3,폐업,3,폐업,2024-03-29,,,,02-2601-2611,1551.72,158-841,서울특별시 양천구 신월동 550번지 3호 승일뷰티타워 8~9층,"서울특별시 양천구 신월로 164, 8층 9층 (신월동, 승일뷰티타워)",8064,라온휴병원,2025-01-17 11:36,U,40:00.0,병원,185962.8095,446176.171
3140000,PHMA220243140033021200001,2024-04-25,,1,영업/정상,13,영업중,,,,,02-2601-2611,1462.56,,,"서울특별시 양천구 신월로 164, 승일뷰티타워2 8~9층 (신월동)",8064,라온휴한방병원,2025-07-15 9:25,U,08:00.0,한방병원,185962.8095,446176.171
3140000,PHMA220193140033021200001,2019-12-13,,1,영업/정상,13,영업중,,,,,02-2601-7111,7140.05,,,"서울특별시 양천구 중앙로 181, 복합메디컬타운 3~8층 (신정동)",8106,서울스마트요양병원,2025-08-13 14:13,U,05:00.0,요양병원(일반요양병원),187181.2848,445624.3665
3140000,PHMA220163140033021200001,2016-04-29,,1,영업/정상,13,영업중,,,,,02-2696-5601,1633.3,,,서울특별시 양천구 신월로 151 (신월동),8032,솔빛한방병원,2025-08-20 16:50,U,02:00.0,한방병원,185827.9756,446176.1941
3140000,PHMA220123140033021200003,2012-10-29,,3,폐업,3,폐업,2013-04-01,2013-02-04,2013-04-30,,,,158-840,서울특별시 양천구 신월동 546번지 27호,서울특별시 양천구 신월로 151 (신월동),158-840,세정한방병원,2013-04-02 13:43,I,59:59.0,한방병원,185827.9756,446176.1941
3140000,PHMA220123140033021200004,2012-11-08,,3,폐업,3,폐업,2020-05-01,,,,226482727,,158-861,"서울특별시 양천구 신정동 1023번지 12호 에벤에셀빌딩 4층 401, 402호","서울특별시 양천구 은행정로 5, 401호, 402호 (신정동, 에벤에셀빌딩)",8086,서울그린치과병원,2020-10-19 16:51,U,40:00.0,치과병원,187520.3068,446450.3473
3140000,PHMA219853140033021200001,1985-05-17,,3,폐업,3,폐업,2009-05-08,,,,2644-1313,,,서울특별시 양천구 목4동 793-3,,,연세허브병원,2009-05-08 18:40,I,59:59.0,병원,,
3140000,PHMA220183140033021200002,2018-12-11,,3,폐업,3,폐업,2021-03-15,,,,02-3663-9090,,,,"서울특별시 양천구 오목로 282, 서원빌딩 지하1층~3층층 (목동)",8003,목동성모요양병원,2021-03-15 17:47,U,40:00.0,요양병원(일반요양병원),188309.627,446993.8716
3140000,PHMA220213140033021200002,2021-12-27,,1,영업/정상,13,영업중,,,,,02-2691-9114,3969.72,,서울특별시 양천구 신월동 48-14,서울특별시 양천구 가로공원로 81(신월동),7909,서울제일요양병원,2025-07-15 9:24,U,08:00.0,요양병원(일반요양병원),184448.4973,448167.0044
3140000,PHMA220213140033021200001,2021-12-01,,1,영업/정상,13,영업중,,,,,02-2602-8421,1726.9,,,"서울특별시 양천구 목동로 189, 2,3,4층 (신정동)",8022,바른지성한방병원,2025-07-15 9:27,U,08:00.0,한방병원,187917.4305,447015.2437
3240000,PHMA220123240033021200002,2012-03-16,,1,영업/정상,13,영업중,,,,,02-1899-0102,1158.43,,서울특별시 강동구 천호동 315번지 2호,서울특별시 강동구 올림픽로 734 (천호동),5323,강동연세병원,2025-04-14 11:51,U,06:00.0,병원,211120.6143,449398.6296
3140000,PHMA220103140033021200001,2010-02-19,,1,영업/정상,13,영업중,,,,,02-3219-0920,1940.62,,서울특별시 양천구 신정동 1007-7,서울특별시 양천구 신월로 393 (신정동),8023,목동자생한방병원,2025-07-15 9:24,U,08:00.0,한방병원,187974.754,446724.5123
3140000,PHMA220023140033021200001,2002-12-31,,1,영업/정상,13,영업중,,,,,0507-1375-2896,288,,서울특별시 양천구 신정동 888-47,"서울특별시 양천구 신정중앙로 103, 3층 (신정동)",7938,삼성새로이치과병원,2025-04-24 14:16,U,06:00.0,치과병원,187852.7234,447149.1832
3140000,PHMA220183140033021200001,2018-05-30,,1,영업/정상,13,영업중,,,,,02-6927-3646,1338.81,,"서울특별시 양천구 신정동 943번지 19호 B02,B01, 지상2~5층",서울특별시 양천구 중앙로 300 (신정동),8019,목동제일여성병원,2025-06-19 16:36,U,01:00.0,병원,186831.1584,446764.9159
3140000,PHMA220063140033021200001,2006-08-10,,1,영업/정상,13,영업중,,,,,02-1899-2221,6503.11,,서울특별시 양천구 목동 404번지 3호,"서울특별시 양천구 신목로 120 (목동, 힘찬병원)",7999,힘찬병원,2025-07-15 9:26,U,08:00.0,병원,189047.9417,446975.0685
3140000,PHMA220093140033021200001,2009-05-19,,1,영업/정상,13,영업중,,,,,-4419,544.1,,,"서울특별시 양천구 목동서로 285, 황금프라자 10층 (신정동)",8011,목동중앙치과병원,2025-07-29 12:59,U,01:00.0,치과병원,188363.7254,446631.2469
3140000,PHMA220043140033021200001,2004-06-28,,1,영업/정상,13,영업중,,,,,02-2640-2700,6931.25,,,"서울특별시 양천구 오목로 351, B2~6,8~9층 (목동)",7999,의료법인해인의료재단 동신한방병원,2025-08-29 9:07,U,01:00.0,한방병원,189036.362,446938.5116
3140000,PHMA220033140033021200001,2003-07-28,,1,영업/정상,13,영업중,,,,,02-2651-7500,2309.75,,,"서울특별시 양천구 공항대로 610 (목동, 정종일산부인과)",7968,포미즈여성병원,2025-06-19 16:29,U,01:00.0,병원,188635.2309,449396.8064
3140000,PHMA219973140033021200001,1997-12-15,,1,영업/정상,13,영업중,,,,,6200-8801,868.71,158-857,서울특별시 양천구 신정동 907번지 12호,서울특별시 양천구 오목로 199 (신정동),7945,목동예치과병원,2025-06-19 16:34,U,01:00.0,치과병원,187522.739,447059.72
3140000,PHMA220013140033021200001,2001-04-02,,1,영업/정상,13,영업중,,,,,02-2604-7551,6592.49,,,"서울특별시 양천구 남부순환로 331 (신월동, 메디힐병원)",7905,메디힐병원,2025-07-15 9:27,U,08:00.0,병원,184727.431,448317.1772
3150000,PHMA220123150037021200004,2012-11-12,,3,폐업,3,폐업,2015-06-23,,,,02-6671-3111,,157-221,서울특별시 강서구 방화동 495번지 26호 지상1층~지상6층,"서울특별시 강서구 양천로 35, 1~6층 (방화동)",157-849,강서사랑요양병원,2015-06-23 13:59,I,59:59.0,요양병원(일반요양병원),182940.0867,452319.805
3150000,PHMA220133150037021200001,2013-01-03,,3,폐업,3,폐업,2014-06-20,,,,02-2603-9405,,157-925,서울특별시 강서구 화곡동 1074번지 12호 청산빌딩4.5.6층,"서울특별시 강서구 화곡로 154, 4,5,6층 (화곡동, 청산빌딩)",157-925,튼튼병원,2014-06-20 11:37,I,59:59.0,병원,185697.9146,448754.4418
3150000,PHMA220143150037021200002,2014-07-02,,3,폐업,3,폐업,2015-12-22,,,,2698-2200,,157-925,서울특별시 강서구 화곡동 1074번지 12호,"서울특별시 강서구 화곡로 154, 4층, 5층, 6층 (화곡동, 청산타워빌딩)",7715,강서초이스병원,2019-05-15 17:24,U,40:00.0,병원,185697.9146,448754.4418
3150000,PHMA220053150037021200001,2005-06-15,,3,폐업,3,폐업,2010-10-27,,,,02-2691-1986,,157-019,서울특별시 강서구 화곡본동 24번지 92호,,,성심효요양병원,2010-10-27 15:53,I,59:59.0,요양병원(일반요양병원),,
3150000,PHMA220063150037021200001,2006-01-05,,3,폐업,3,폐업,2011-11-01,,,,02-3663-9090,,157-838,서울특별시 강서구 등촌1동 628번지 5호,서울특별시 강서구 화곡로 416 (등촌동),,엘더스요양병원,2013-04-29 18:22,I,59:59.0,요양병원(일반요양병원),187117.2241,450868.7206
3150000,PHMA220063150037021200002,2006-06-12,,3,폐업,3,폐업,2010-03-03,,,,02-2666-0141,,157-220,"서울특별시 강서구 방화동 486번지 6호 ,7,8,23,41","서울특별시 강서구 양천로1길 100 (방화동,,7,8,23,41)",,동인당효요양병원,2010-03-03 16:09,I,59:59.0,요양병원(일반요양병원),183087.1435,452456.9636
3150000,PHMA220083150037021200001,2008-06-20,,3,폐업,3,폐업,2018-08-14,,,,02-3664-1155,,157-807,"서울특별시 강서구 가양동 1479번지 10호 2, 4, 5, 8층","서울특별시 강서구 양천로57길 9-7, 2,4,5,8층 (가양동)",7527,큰나무병원,2018-07-27 11:21,I,59:59.0,병원,186806.9189,451250.9894
3150000,PHMA220113150037021200002,2011-06-15,,3,폐업,3,폐업,2017-08-08,,,,2606-7582,,157-866,서울특별시 강서구 화곡동 24번지 92호,서울특별시 강서구 화곡로 238 (화곡동),7679,비엠씨한방병원,2017-07-26 16:25,I,59:59.0,한방병원,186277.2259,449342.6795
3140000,PHMA220113140033021200002,2011-03-28,,1,영업/정상,13,영업중,,,,,1566-6688,39324.84,158-073,서울특별시 양천구 신정3동 1320번지 7호,서울특별시 양천구 신정이펜1로 20 (신정동),8049,서울특별시서남병원,2025-07-15 9:24,U,08:00.0,종합병원,185179.3589,445532.4449
3140000,PHMA219933140033021200002,1993-08-20,,1,영업/정상,13,영업중,,,,,02-2693-5555,13369.43,,,"서울특별시 양천구 목동로 225, 홍익병원본관 (신정동)",7937,홍익병원,2025-07-15 9:26,U,08:00.0,종합병원,187879.0549,447370.032
3140000,PHMA219933140033021200001,1993-07-30,,1,영업/정상,13,영업중,,,,,02-2650-5114,56621.97,158-710,서울특별시 양천구 목동 911번지 1호,서울특별시 양천구 안양천로 1071 (목동),7985,이화여자대학교의과대학부속목동병원,2025-07-15 9:24,U,08:00.0,종합병원,189878.4073,448255.1996
3150000,PHMA220113150037021200003,2011-11-01,,3,폐업,3,폐업,2018-06-30,,,,02-3663-9090,,157-838,서울특별시 강서구 등촌1동 628번지 9호,서울특별시 강서구 화곡로 416 (등촌동),7548,강서성모요양병원,2018-05-16 17:32,I,59:59.0,요양병원(일반요양병원),187160.6656,450873.0171
3150000,PHMA219973150037021200001,1997-09-29,,3,폐업,3,폐업,2022-07-18,,,,02-2600-5024,,,서울특별시 강서구 화곡동 105-68 더와이즈황병원,"서울특별시 강서구 까치산로 23, 더와이즈황병원 (화곡동)",7727,더와이즈황병원,2022-07-18 14:56,U,40:00.0,병원,186055.8474,448886.827
3150000,PHMA220003150037021200001,2000-03-28,,3,폐업,3,폐업,2018-07-05,,,,02-2665-0911,,157-849,서울특별시 강서구 방화1동 487번지 5호,서울특별시 강서구 양천로 45-5 (방화동),7516,뉴강서성심병원,2018-07-03 9:16,I,59:59.0,병원,183039.0733,452352.0983
3150000,PHMA220013150037021200003,2001-12-19,,3,폐업,3,폐업,2014-10-31,2014-09-04,2014-09-30,,02-2699-8293,,157-910,서울특별시 강서구 화곡1동 938번지 19호,서울특별시 강서구 곰달래로 54 (화곡동),157-910,서울한방병원,2015-03-23 15:58,I,59:59.0,한방병원,185684.8944,447532.2173
3150000,PHMA220043150037021200001,2004-06-22,,3,폐업,3,폐업,2012-04-30,,,,02-2660-7500,,157-823,서울특별시 강서구 과해동 676번지,서울특별시 강서구 하늘길 70 (과해동),157-823,우리들병원,2012-04-30 15:48,I,59:59.0,병원,182141.2055,451078.4799
3150000,PHMA220193150037021200002,2019-06-14,,1,영업/정상,13,영업중,,,,,02-2603-0300,,,,"서울특별시 강서구 금낭화로 9, 바른세상병원 1,2,3,4,5,층 6,7호 (방화동)",7614,강서바른세상병원,2023-06-21 16:55,U,40:00.0,병원,183284.3881,451554.1104
3150000,PHMA220193150037021200003,2019-06-18,,1,영업/정상,13,영업중,,,,,02-333-5151,3725.35,,서울특별시 강서구 마곡동 797 에이스타워 마곡,"서울특별시 강서구 공항대로 237, 에이스타워 마곡 3,4,5,6층 (마곡동)",7803,에스앤유서울병원,2024-08-27 17:55,U,40:00.0,병원,185253.4782,450811.0376
3150000,PHMA220223150037021200001,2022-02-25,,1,영업/정상,13,영업중,,,,,1544-5888,3070.4,,서울특별시 강서구 화곡동 1051-22,"서울특별시 강서구 강서로 179, 6~10층 (화곡동)",7714,서울원병원,2024-06-26 16:55,U,40:00.0,병원,185725.1614,448911.2648
3150000,PHMA220243150037021200001,2024-06-04,,1,영업/정상,13,영업중,,,,,02-2644-3690,2469.2,,서울특별시 강서구 화곡동 782-1,"서울특별시 강서구 등촌로 15, 3~6층 (화곡동)",7786,원탑병원,2024-06-04 9:57,I,14:21.0,병원,187868.1922,447679.0601
3150000,PHMA220193150037021200001,2019-03-18,,1,영업/정상,13,영업중,,,,,02-2066-7513,1955.37,,서울특별시 강서구 화곡동 1065-22 터보빌딩,"서울특별시 강서구 강서로 173, 터보빌딩 7,8,9층 (화곡동)",7714,힘찬하나로한방병원,2025-07-14 18:02,U,06:00.0,한방병원,185758.413,448865.3272
3150000,PHMA220203150037021200001,2020-02-06,,1,영업/정상,13,영업중,,,,,02-3663-6786,6340.58,,서울특별시 강서구 염창동 252번지 14호,"서울특별시 강서구 양천로 715, 지하3층~8층 (염창동)",7540,더서밋요양병원,2024-08-21 15:06,U,40:00.0,요양병원(일반요양병원),188933.7623,449722.9937
3150000,PHMA220233150037021200001,2023-05-03,,1,영업/정상,13,영업중,,,,,02-1600-8205,,,서울특별시 강서구 내발산동 654,서울특별시 강서구 강서로 357 (내발산동),7632,서울필병원,2023-05-03 11:16,I,20:08.0,병원,185569.3929,450611.0743
3150000,PHMA220153150037021200001,2015-03-11,,1,영업/정상,13,영업중,,,,,02-2696-8275,1301.92,,서울특별시 강서구 화곡동 938번지 19호 백제빌딩,"서울특별시 강서구 곰달래로 54, 백제빌딩 1~7층 (화곡동)",7775,강서수한방병원,2025-06-23 17:58,U,05:00.0,한방병원,185684.8944,447532.2173
3150000,PHMA220203150037021200002,2020-06-17,,1,영업/정상,13,영업중,,,,,1833-6375,4143.98,,서울특별시 강서구 마곡동 800번지 5호,"서울특별시 강서구 공항대로 228, 4,5층 (마곡동)",7806,무척바른한방병원,2024-09-06 9:04,U,40:00.0,한방병원,185148.9003,450719.3803
3150000,PHMA220183150037021200001,2018-07-31,,1,영업/정상,13,영업중,,,,,02-2695-1155,2468.43,,서울특별시 강서구 화곡동 1026-12,"서울특별시 강서구 강서로 206, 1층일부,2~6층 (화곡동)",7698,서울큰나무병원,2025-01-03 17:02,U,40:00.0,병원,185617.4979,449153.638
3150000,PHMA220203150037021200003,2020-07-08,,1,영업/정상,13,영업중,,,,,02-6949-0337,,,서울특별시 강서구 마곡동 799-11 파인스퀘어,"서울특별시 강서구 마곡중앙4로 22, 파인스퀘어 3,4층 (마곡동)",7631,보금한방병원,2023-07-06 13:51,U,40:00.0,한방병원,184844.8416,450680.3656
3150000,PHMA220073150037021200002,2007-08-23,,1,영업/정상,13,영업중,,,,,02-2604-9300,,,서울특별시 강서구 내발산동 678번지 7호 서울스타병원빌딩,"서울특별시 강서구 강서로 307, 서울스타병원빌딩 3,4,5,6,7,층 8,9호 (내발산동)",7632,서울스타병원,2020-12-24 18:06,U,40:00.0,병원,185458.9627,450122.6219
3150000,PHMA220143150037021200001,2014-04-11,,1,영업/정상,13,영업중,,,,,02-2061-5544,3321,157-897,서울특별시 강서구 화곡동 786번지 6호,서울특별시 강서구 국회대로 233 (화곡동),7786,새미래요양병원,2024-12-16 17:39,U,40:00.0,요양병원(일반요양병원),187632.7081,447508.7355
3150000,PHMA220163150037021200001,2016-09-19,,1,영업/정상,13,영업중,,,,,02-2663-0075,2797.18,,서울특별시 강서구 방화동 495번지 26호,"서울특별시 강서구 양천로 35, 1~6층 (방화동)",7516,365강서수요양병원,2024-10-23 17:21,U,40:00.0,요양병원(일반요양병원),182940.0867,452319.805
3150000,PHMA220173150037021200001,2017-01-11,,1,영업/정상,13,영업중,,,,,02-6954-6575,1350.53,,서울특별시 강서구 등촌동 700 플러스존,"서울특별시 강서구 공항대로41길 34, 플러스존 3,4층 (등촌동)",7587,경희생생한방병원,2024-01-16 6:00,U,40:00.0,한방병원,186299.7427,450792.0165
3150000,PHMA220173150037021200002,2017-01-13,,1,영업/정상,13,영업중,,,,,02-3661-1075,2623.09,,서울특별시 강서구 마곡동 795-7 열린프라자,"서울특별시 강서구 마곡중앙6로 93, 열린프라자 6,7,10층 602,603,604,605호 (마곡동)",7803,면력한방병원,2025-02-19 9:53,U,40:00.0,한방병원,185590.1505,450885.1857
3150000,PHMA220043150037021200002,2004-06-24,,1,영업/정상,13,영업중,,,,,02-2064-7575,,,서울특별시 강서구 방화동 273번지 7호,"서울특별시 강서구 방화대로 352, 1~4층 (방화동)",7592,솔병원,2018-03-28 9:34,I,59:59.0,병원,183782.987,452237.3096
3150000,PHMA220093150037021200001,2009-07-17,,1,영업/정상,13,영업중,,,,,02-2608-2875,487.4,,서울특별시 강서구 화곡동 114-100 세웅빌딩,"서울특별시 강서구 화곡로 186, 세웅빌딩 1~5,6층일부층 (화곡동)",7727,더와이즈치과병원,2025-04-08 16:26,U,00:00.0,치과병원,185980.8428,448892.6427
3150000,PHMA220113150037021200001,2011-04-14,,1,영업/정상,13,영업중,,,,,1577-7582,19572,,서울특별시 강서구 등촌동 657번지 부민병원,"서울특별시 강서구 공항대로 389, 부민병원 (등촌동)",7590,부민병원,2025-07-29 16:32,U,01:00.0,종합병원,186764.3813,450518.0809
3150000,PHMA220093150037021200002,2009-09-24,,1,영업/정상,13,영업중,,,,,1833-7530,4343.11,,서울특별시 강서구 화곡동 377-8 강서케이병원,"서울특별시 강서구 가로공원로 187, 강서케이병원 (화곡동)",7718,강서케이병원,2025-01-03 12:49,U,40:00.0,병원,185500.4984,448361.4951
3150000,PHMA220103150037021200001,2010-02-11,,1,영업/정상,13,영업중,,,,,02-2658-3929,1606.4,,서울특별시 강서구 등촌동 664번지 11호 천수빌딩,"서울특별시 강서구 화곡로61길 109, 천수빌딩 2,3,4,5층 (등촌동)",7590,새빛요양병원,2024-06-18 16:54,U,40:00.0,요양병원(일반요양병원),186351.2271,450679.4264
3150000,PHMA220103150037021200002,2010-03-08,,1,영업/정상,13,영업중,,,,,02-2663-1114,,,서울특별시 강서구 내발산동 701번지 15호 덕산빌딩,"서울특별시 강서구 강서로47가길 33, 덕산빌딩 2,3,4,5,6층 (내발산동)",7639,서울대효병원,2022-11-28 17:46,U,40:00.0,병원,185417.6711,449870.2657
3150000,PHMA220103150037021200003,2010-09-03,,1,영업/정상,13,영업중,,,,,02-1899-2228,8299.91,,서울특별시 강서구 등촌동 671 강서힘찬병원,"서울특별시 강서구 강서로56길 38, 강서힘찬병원 (등촌동)",7591,강서힘찬병원,2024-12-18 13:34,U,40:00.0,병원,185851.0536,450781.4412
3150000,PHMA220123150037021200001,2012-04-30,,1,영업/정상,13,영업중,,,,,02-2660-7500,11828.8,,서울특별시 강서구 과해동 676번지,서울특별시 강서구 하늘길 70 (과해동),7505,우리들병원,2024-11-14 17:50,U,40:00.0,종합병원,182141.2055,451078.4799
3200000,PHMA220213200033021200001,2021-09-28,,1,영업/정상,13,영업중,,,,,02-553-7000,1720.9,,,"서울특별시 관악구 남부순환로 1814, 대연빌딩 1,2,6층 (봉천동)",8787,미올한방병원,2025-06-05 16:19,U,08:00.0,한방병원,195647.3664,442105.3424
3150000,PHMA220123150037021200002,2012-07-20,,1,영업/정상,13,영업중,,,,,02-2666-7582,,,서울특별시 강서구 방화동 572번지 11호,"서울특별시 강서구 양천로 92, 지하1, 지상1~6층 층호 (방화동, 방화정형외과)",7604,방화병원,2021-03-29 13:50,U,40:00.0,병원,183500.1833,452337.3214
3150000,PHMA220123150037021200003,2012-10-10,,1,영업/정상,13,영업중,,,,,1670-0124,,,서울특별시 강서구 등촌동 632-6 파인블루빌딩,"서울특별시 강서구 양천로 600, 파인블루빌딩 지하1층,2,7,8층 ,9,10호 (등촌동)",7552,서울고든병원,2022-12-21 16:22,U,40:00.0,병원,187974.2289,450369.1654
3150000,PHMA220083150037021200002,2008-12-08,,1,영업/정상,13,영업중,,,,,02-2693-2827,244.2,,서울특별시 강서구 화곡동 1076-1,"서울특별시 강서구 화곡로 176-4, 5층 (화곡동)",7727,서울바로나치과병원,2025-02-06 14:29,U,40:00.0,치과병원,185892.4334,448833.0208
3150000,PHMA219863150037021200001,1986-02-18,,1,영업/정상,13,영업중,,,,,02-2650-0700,,,서울특별시 강서구 등촌동 512번지 18호,"서울특별시 강서구 등촌로 181 (등촌동, 실로암안과병원)",7668,실로암안과병원,2020-03-16 10:32,U,40:00.0,병원,187731.0844,449330.1071
3150000,PHMA219943150037021200001,1994-04-01,,1,영업/정상,13,영업중,,,,,02-2608-1011,4010.66,,서울특별시 강서구 화곡동 1031번지 12호,서울특별시 강서구 강서로 194 (화곡동),7698,유광사여성병원,2023-08-11 14:50,U,40:00.0,병원,185695.2705,449055.8856
3150000,PHMA219993150037021200001,1999-06-02,,1,영업/정상,13,영업중,,,,,02-2658-5114,1435.83,157-862,서울특별시 강서구 염창동 263번지 3호,서울특별시 강서구 양천로 712 (염창동),7556,핑크힐병원,2023-10-25 17:14,U,40:00.0,병원,188873.3087,449696.8098
3150000,PHMA220013150037021200001,2001-05-28,,1,영업/정상,13,영업중,,,,,02-2608-8855,2406.54,157-882,서울특별시 강서구 화곡동 349번지 3호,서울특별시 강서구 강서로17길 24 (화곡동),7769,강서필병원,2025-03-21 7:13,U,03:00.0,정신병원,186171.5696,447873.2851
3150000,PHMA220223150037021200003,2022-09-27,,1,영업/정상,13,영업중,,,,,02-3663-3655,3861.05,,서울특별시 강서구 등촌동 726 가양역 두산위브,"서울특별시 강서구 공항대로45길 15, 상가동 7~11층 (등촌동, 가양역 두산위브)",7572,강서365한방병원,2025-05-21 17:56,U,07:00.0,한방병원,187059.7034,450478.9561
3150000,PHMA220003150037021200002,2000-01-24,,1,영업/정상,13,영업중,,,,,02-2007-1000,14089.54,157-833,"서울특별시 강서구 내발산동 701번지 4호 외 6필지, 701번지, 701-21외 2필지",서울특별시 강서구 강서로 295 (내발산동),7639,미즈메디병원,2025-01-17 10:44,U,40:00.0,종합병원,185439.3851,450008.1391
3150000,PHMA220013150037021200002,2001-08-01,,1,영업/정상,13,영업중,,,,,02-2605-2114,4093,,서울특별시 강서구 화곡동 1052-6,서울특별시 강서구 강서로 182 (화곡동),7702,참요양병원,2024-05-13 13:56,U,40:00.0,요양병원(일반요양병원),185764.8988,448963.0825
3150000,PHMA220033150037021200001,2003-01-28,,1,영업/정상,13,영업중,,,,,02-2659-0600,,,서울특별시 강서구 등촌동 669번지 1호,"서울특별시 강서구 공항대로 315 (등촌동, 서울시니어강서타워)",7591,강서송도병원,2018-11-27 8:52,U,40:00.0,병원,186043.3113,450704.6668
3150000,PHMA220033150037021200002,2003-05-02,,1,영업/정상,13,영업중,,,,,02-2690-2000,4513.17,,서울특별시 강서구 마곡동 759-2,"서울특별시 강서구 마곡중앙5로 22, 지하1,2층 4,11,12층호 (마곡동)",7788,웰튼병원,2024-11-22 8:41,U,40:00.0,병원,184496.438,451677.5754
3150000,PHMA220033150037021200003,2003-08-22,,1,영업/정상,13,영업중,,,,,02-2699-9908,255.7,,서울특별시 강서구 등촌동 673-1,"서울특별시 강서구 공항대로 281, 3층 (등촌동)",7591,로고스치과병원,2024-08-26 17:52,U,40:00.0,치과병원,185691.6568,450741.0861
3200000,PHMA220133200033021200001,2013-02-01,,1,영업/정상,13,영업중,,,,,02)6676-6000,2940,151-711,서울특별시 관악구 신림동 86번지 3호,"서울특별시 관악구 신림로 318, 4,5층 (신림동, 청암두산위브)",8777,척편한병원,2024-07-29 14:58,U,40:00.0,병원,193773.0704,442270.4192
3150000,PHMA220223150037021200002,2022-04-28,,1,영업/정상,13,영업중,,,,,02-6953-8226,5117,,서울특별시 강서구 내발산동 668,"서울특별시 강서구 강서로 323, 4~8층 (내발산동)",7632,비에스코아이비인후과병원,2025-05-21 10:00,U,07:00.0,병원,185487.6418,450280.8586
3150000,PHMA220073150037021200001,2007-04-03,,4,취소/말소/만료/정지/중지,24,직권폐업,2014-04-10,,,,02-2061-5544,,157-903,서울특별시 강서구 화곡4동 786번지 6호,"서울특별시 강서구 국회대로 233, 지1~지상6층 (화곡동)",157-897,따스한봄날처럼요양병원,2014-04-15 13:56,I,59:59.0,요양병원(일반요양병원),187632.7081,447508.7355
3150000,PHMA220103150037021200004,2010-12-28,,4,취소/말소/만료/정지/중지,24,직권폐업,2015-06-22,,,,1644-0875,,157-930,서울특별시 강서구 등촌3동 700번지,"서울특별시 강서구 공항대로41길 34, 8,9층 (등촌동)",157-930,새희망의료생활협동조합 어울림요양병원,2015-07-28 13:42,I,59:59.0,요양병원(일반요양병원),186299.7427,450792.0165
3160000,PHMA220193160034021200002,2019-01-30,,3,폐업,3,폐업,2022-07-03,,,,02-2613-7000,,,서울특별시 구로구 고척동 73번지 3호 일이삼전자타운,"서울특별시 구로구 경인로 393-7, 일이삼전자타운 5,6,7층 (고척동)",8227,리본병원,2023-01-03 11:21,U,40:00.0,병원,187826.6982,443925.5247
3160000,PHMA220153160034021200001,2015-12-11,,3,폐업,3,폐업,2016-04-15,,,,2611-0050,,,서울특별시 구로구 개봉동 144번지 5호,"서울특별시 구로구 경인로 306 (개봉동, 미서빌딩)",8274,의료법인 일명의료재단 승리한방병원,2016-04-15 16:22,I,59:59.0,한방병원,187064.1922,443874.0172
3150000,PHMA220183150037021200002,2018-12-26,,1,영업/정상,13,영업중,,,,,1522-7000,212422.1,,서울특별시 강서구 마곡동 808 이화의대부속서울병원,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 (마곡동)",7804,이화여자대학교의과대학부속서울병원,2025-08-26 17:20,U,00:00.0,종합병원,185455.1708,450604.2394
3150000,PHMA220213150037021200001,2021-01-27,,1,영업/정상,13,영업중,,,,,02-1833-7555,1909.76,,서울특별시 강서구 화곡동 114-12 FAKER TOWER,"서울특별시 강서구 화곡로 188, FAKER TOWER 1,3~8층 (화곡동)",7727,치유본한방병원,2025-05-19 17:06,U,07:00.0,한방병원,186001.4903,448899.5002
3210000,PHMA220083210034021200001,2008-04-01,,1,영업/정상,13,영업중,,,,,1577-0050,9304.57,,서울특별시 서초구 방배동 488-6 지하4층~지상6층,"서울특별시 서초구 남부순환로 2205, 지하4층~지상6층 (방배동)",6702,연세사랑병원,2025-07-11 11:06,U,03:00.0,병원,199356.2756,441326.1932
3160000,PHMA220163160034021200002,2016-08-25,,3,폐업,3,폐업,2019-06-29,,,,02-852-0028,,,서울특별시 구로구 구로동 586번지 5호,"서울특별시 구로구 새말로 15 (구로동, 삼전솔하임)",8291,우리모두들치과병원,2019-07-01 9:46,U,40:00.0,치과병원,189538.8798,444449.405
3160000,PHMA220123160034021200001,2012-01-25,,3,폐업,3,폐업,2019-01-15,,,,2615-5005,,152-894,서울특별시 구로구 오류동 44번지 10호,서울특별시 구로구 경인로 176 (오류동),8271,의료법인 씨티의료재단 씨티병원,2019-01-16 9:42,U,40:00.0,병원,185875.8758,443592.1388
3160000,PHMA220143160034021200003,2014-07-28,,3,폐업,3,폐업,2014-09-30,,,,,,152-805,서울특별시 구로구 개봉동 144번지 5호,서울특별시 구로구 경인로 306 (개봉동),152-805,의료법인일명의료재단 승리요양병원,2014-09-30 17:12,I,59:59.0,요양병원(일반요양병원),187064.1922,443874.0172
3160000,PHMA220143160034021200004,2014-10-15,,3,폐업,3,폐업,2015-11-23,2015-10-12,2016-03-12,,,,152-805,서울특별시 구로구 개봉동 144번지 5호,서울특별시 구로구 경인로 306 (개봉동),152-805,의료법인 일명의료재단 승리요양병원,2015-11-23 16:29,I,59:59.0,요양병원(일반요양병원),187064.1922,443874.0172
