번호,시각,스레드,소요시간(ms),SQL타입,커넥션ID,테이블,SQL(200자)
175,2025-12-17 21:09:16.147,http-nio-8185-exec-14,0,SELECT,43,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
176,2025-12-17 21:09:16.147,http-nio-8185-exec-3,0,SELECT,10,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
177,2025-12-17 21:09:16.147,http-nio-8185-exec-43,0,SELECT,44,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
178,2025-12-17 21:09:16.147,http-nio-8185-exec-3,0,SELECT,41,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
179,2025-12-17 21:09:16.147,http-nio-8185-exec-15,0,SELECT,3,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
180,2025-12-17 21:09:16.147,http-nio-8185-exec-15,0,SELECT,42,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
181,2025-12-17 21:09:16.149,http-nio-8185-exec-2,0,SELECT,8,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
182,2025-12-17 21:09:16.149,http-nio-8185-exec-2,0,SELECT,46,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
183,2025-12-17 21:09:16.149,http-nio-8185-exec-4,0,SELECT,4,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
184,2025-12-17 21:09:16.149,http-nio-8185-exec-3,1,SELECT,10,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
185,2025-12-17 21:09:16.149,http-nio-8185-exec-4,0,SELECT,47,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
186,2025-12-17 21:09:16.149,http-nio-8185-exec-3,1,SELECT,41,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
187,2025-12-17 21:09:16.150,http-nio-8185-exec-11,1,SELECT,7,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
188,2025-12-17 21:09:16.150,http-nio-8185-exec-11,1,SELECT,38,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
189,2025-12-17 21:09:16.150,http-nio-8185-exec-1,1,SELECT,9,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
190,2025-12-17 21:09:16.150,http-nio-8185-exec-1,1,SELECT,45,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
191,2025-12-17 21:09:16.150,http-nio-8185-exec-14,1,SELECT,1,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
192,2025-12-17 21:09:16.150,http-nio-8185-exec-14,2,SELECT,43,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
193,2025-12-17 21:09:16.150,http-nio-8185-exec-25,0,SELECT,6,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
194,2025-12-17 21:09:16.150,http-nio-8185-exec-25,0,SELECT,39,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
195,2025-12-17 21:09:16.151,http-nio-8185-exec-3,0,SELECT,10,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
196,2025-12-17 21:09:16.151,http-nio-8185-exec-11,0,SELECT,7,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
197,2025-12-17 21:09:16.151,http-nio-8185-exec-3,0,SELECT,41,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
198,2025-12-17 21:09:16.151,http-nio-8185-exec-11,0,SELECT,38,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
199,2025-12-17 21:09:16.151,http-nio-8185-exec-4,0,SELECT,4,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
200,2025-12-17 21:09:16.151,http-nio-8185-exec-4,0,SELECT,47,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
201,2025-12-17 21:09:16.151,http-nio-8185-exec-43,0,SELECT,5,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
202,2025-12-17 21:09:16.151,http-nio-8185-exec-2,1,SELECT,8,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
203,2025-12-17 21:09:16.151,http-nio-8185-exec-43,1,SELECT,44,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
204,2025-12-17 21:09:16.151,http-nio-8185-exec-2,1,SELECT,46,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
205,2025-12-17 21:09:16.151,http-nio-8185-exec-25,0,SELECT,6,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
206,2025-12-17 21:09:16.151,http-nio-8185-exec-25,0,SELECT,39,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
207,2025-12-17 21:09:16.152,http-nio-8185-exec-14,0,SELECT,1,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
208,2025-12-17 21:09:16.152,http-nio-8185-exec-14,0,SELECT,43,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
209,2025-12-17 21:09:16.152,http-nio-8185-exec-15,0,SELECT,3,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
210,2025-12-17 21:09:16.152,http-nio-8185-exec-34,0,SELECT,2,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
211,2025-12-17 21:09:16.152,http-nio-8185-exec-15,1,SELECT,42,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
212,2025-12-17 21:09:16.152,http-nio-8185-exec-34,0,SELECT,40,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
213,2025-12-17 21:09:16.152,http-nio-8185-exec-11,0,SELECT,7,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
214,2025-12-17 21:09:16.152,http-nio-8185-exec-1,0,SELECT,9,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
215,2025-12-17 21:09:16.152,http-nio-8185-exec-3,0,SELECT,10,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
216,2025-12-17 21:09:16.152,http-nio-8185-exec-11,0,SELECT,38,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
217,2025-12-17 21:09:16.152,http-nio-8185-exec-1,0,SELECT,45,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
218,2025-12-17 21:09:16.152,http-nio-8185-exec-3,0,SELECT,41,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
219,2025-12-17 21:09:16.153,http-nio-8185-exec-14,0,SELECT,1,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
220,2025-12-17 21:09:16.153,http-nio-8185-exec-14,0,SELECT,43,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
221,2025-12-17 21:09:16.153,http-nio-8185-exec-2,0,SELECT,8,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
222,2025-12-17 21:09:16.153,http-nio-8185-exec-4,0,SELECT,4,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
223,2025-12-17 21:09:16.153,http-nio-8185-exec-43,0,SELECT,5,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
224,2025-12-17 21:09:16.153,http-nio-8185-exec-2,0,SELECT,46,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
225,2025-12-17 21:09:16.153,http-nio-8185-exec-43,0,SELECT,44,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
226,2025-12-17 21:09:16.153,http-nio-8185-exec-4,0,SELECT,47,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
227,2025-12-17 21:09:16.154,http-nio-8185-exec-15,0,SELECT,3,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
228,2025-12-17 21:09:16.154,http-nio-8185-exec-34,0,SELECT,2,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
229,2025-12-17 21:09:16.154,http-nio-8185-exec-15,0,SELECT,42,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
230,2025-12-17 21:09:16.154,http-nio-8185-exec-1,0,SELECT,9,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
231,2025-12-17 21:09:16.154,http-nio-8185-exec-34,0,SELECT,40,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
232,2025-12-17 21:09:16.154,http-nio-8185-exec-1,0,SELECT,45,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
233,2025-12-17 21:09:16.154,http-nio-8185-exec-43,0,SELECT,5,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
234,2025-12-17 21:09:16.154,http-nio-8185-exec-4,0,SELECT,4,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
235,2025-12-17 21:09:16.154,http-nio-8185-exec-2,0,SELECT,8,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
236,2025-12-17 21:09:16.154,http-nio-8185-exec-43,0,SELECT,44,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
237,2025-12-17 21:09:16.154,http-nio-8185-exec-4,0,SELECT,47,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
238,2025-12-17 21:09:16.154,http-nio-8185-exec-2,0,SELECT,46,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
239,2025-12-17 21:09:16.154,http-nio-8185-exec-49,0,SELECT,6,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
240,2025-12-17 21:09:16.154,http-nio-8185-exec-49,0,SELECT,48,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
241,2025-12-17 21:09:16.155,http-nio-8185-exec-15,0,SELECT,3,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
242,2025-12-17 21:09:16.155,http-nio-8185-exec-34,0,SELECT,2,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
243,2025-12-17 21:09:16.155,http-nio-8185-exec-1,0,SELECT,9,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
244,2025-12-17 21:09:16.155,http-nio-8185-exec-15,0,SELECT,42,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
245,2025-12-17 21:09:16.155,http-nio-8185-exec-34,0,SELECT,40,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
246,2025-12-17 21:09:16.155,http-nio-8185-exec-1,0,SELECT,45,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
247,2025-12-17 21:09:16.155,http-nio-8185-exec-46,0,SELECT,10,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
248,2025-12-17 21:09:16.155,http-nio-8185-exec-31,0,SELECT,1,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
249,2025-12-17 21:09:16.155,http-nio-8185-exec-36,0,SELECT,7,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
250,2025-12-17 21:09:16.155,http-nio-8185-exec-46,0,SELECT,50,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
251,2025-12-17 21:09:16.155,http-nio-8185-exec-36,0,SELECT,49,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
252,2025-12-17 21:09:16.155,http-nio-8185-exec-31,0,SELECT,51,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
253,2025-12-17 21:09:16.156,http-nio-8185-exec-39,0,SELECT,4,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
254,2025-12-17 21:09:16.156,http-nio-8185-exec-39,0,SELECT,53,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
255,2025-12-17 21:09:16.156,http-nio-8185-exec-26,0,SELECT,5,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
256,2025-12-17 21:09:16.156,http-nio-8185-exec-26,0,SELECT,54,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
257,2025-12-17 21:09:16.156,http-nio-8185-exec-18,0,SELECT,8,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
258,2025-12-17 21:09:16.156,http-nio-8185-exec-18,0,SELECT,52,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
259,2025-12-17 21:09:16.157,http-nio-8185-exec-49,0,SELECT,6,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
260,2025-12-17 21:09:16.157,http-nio-8185-exec-49,1,SELECT,48,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
261,2025-12-17 21:09:16.157,http-nio-8185-exec-31,0,SELECT,1,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
262,2025-12-17 21:09:16.157,http-nio-8185-exec-21,0,SELECT,2,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
